Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,,,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,P51149,Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1,0,12.633,17,3,3,3,207,23.5,6.7,3.57,3,0,,,,High,1,
FALSE,Low,Master Protein,Q9P2G1,Ankyrin repeat and IBR domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKIB1 PE=1 SV=3,0.203,0.531,2,1,1,1,1089,121.9,5.11,2.4,1,0,,,,Medium,1,
FALSE,Low,Master Protein,Q9Y487,V-type proton ATPase 116 kDa subunit a isoform 2 OS=Homo sapiens OX=9606 GN=ATP6V0A2 PE=1 SV=2,0.198,0.544,3,1,1,1,856,98,6.61,0,1,0,9832037,,,Medium,1,
FALSE,Low,Master Protein,O00311,Cell division cycle 7-related protein kinase OS=Homo sapiens OX=9606 GN=CDC7 PE=1 SV=1,0.204,0.526,2,1,1,1,574,63.8,8.73,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,P14923,Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,0,26.228,4,2,3,1,745,81.7,6.14,9.31,2,0,,,,High,1,
FALSE,Low,Master Protein,O95803,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 OS=Homo sapiens OX=9606 GN=NDST3 PE=2 SV=1,0.23,0.475,1,1,1,1,873,100.8,8.06,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,0,19.508,5,3,3,1,939,103.9,6.96,7.32,3,0,,,,High,1,
FALSE,Low,Master Protein,O75127,"Pentatricopeptide repeat-containing protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD1 PE=1 SV=2",0.185,0.608,2,1,1,1,700,78.8,8.59,0,1,0,2623915.5,,,High,1,
FALSE,Low,Master Protein,Q9BXM0,Periaxin OS=Homo sapiens OX=9606 GN=PRX PE=1 SV=2,0.156,0.69,1,1,1,1,1461,154.8,7.5,0,1,0,4334508.5,,,High,1,Phospho [S965]
FALSE,Low,Master Protein,Q12955,Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3,0.195,0.561,0,1,1,1,4377,480.1,6.49,0,1,0,,,,Medium,1,
FALSE,Medium,Master Protein,O95425,Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,0.031,1.562,0,1,1,1,2214,247.6,6.98,0,1,0,1879592.875,,,High,1,
FALSE,High,Master Protein,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3",0,14.959,4,3,3,3,1023,115.9,6.86,7.11,3,0,,,,High,1,
FALSE,Low,Master Protein,P30307,M-phase inducer phosphatase 3 OS=Homo sapiens OX=9606 GN=CDC25C PE=1 SV=2,0.17,0.635,1,1,1,1,473,53.3,6.79,0,1,0,,,,High,1,Phospho [Y326]
FALSE,Low,Master Protein,O60318,Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2,0.127,0.795,1,1,1,1,1980,218.3,6.39,0,1,0,,,,High,1,
FALSE,Medium,Master Protein,Q96KQ7,Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens OX=9606 GN=EHMT2 PE=1 SV=3,0.042,1.33,1,1,1,1,1210,132.3,5.45,0,1,0,39706.125,,,High,1,Phospho [S232]
FALSE,High,Master Protein,P46087,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,0,15.618,5,3,3,3,812,89.2,9.23,5.26,3,0,,,,High,1,
FALSE,Low,Master Protein,P10844,Botulinum neurotoxin type B OS=Clostridium botulinum OX=1491 GN=botB PE=1 SV=3,0.145,0.723,1,1,1,1,1291,150.7,5.35,0,1,0,3525988.25,,,High,1,Acetyl [K794]
FALSE,High,Master Protein,P35222,Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1,0,21.786,3,2,3,1,781,85.4,5.86,8.29,2,0,,,,High,1,
FALSE,Low,Master Protein,P12111,Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5,0.169,0.643,0,1,1,1,3177,343.5,6.68,0,1,0,182820.7969,,,High,1,Phospho [S1152]
FALSE,Low,Master Protein,Q96K31,Uncharacterized protein C8orf76 OS=Homo sapiens OX=9606 GN=C8orf76 PE=2 SV=1,0.196,0.558,3,1,1,1,380,43.2,5.43,0,1,0,,,,Medium,1,
FALSE,Low,Master Protein,Q8N961,Ankyrin repeat and BTB/POZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ABTB2 PE=2 SV=2,0.064,1.127,2,1,1,1,1025,113.6,6.29,2.44,1,0,,,,High,1,
FALSE,Low,Master Protein,Q5JWF8,Actin-like protein 10 OS=Homo sapiens OX=9606 GN=ACTL10 PE=2 SV=1,0.212,0.511,3,1,1,1,245,26.7,9.32,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,P55084,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",0,20.268,8,3,3,3,474,51.3,9.41,5.08,3,0,,,,High,1,
FALSE,Low,Master Protein,Q9UKY7,Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1,0.227,0.478,5,1,1,1,258,27.3,6.4,0,1,0,,,,Medium,1,
FALSE,Low,Master Protein,Q86Y34,Adhesion G protein-coupled receptor G3 OS=Homo sapiens OX=9606 GN=ADGRG3 PE=1 SV=1,0.188,0.586,3,1,1,1,549,60.8,8.72,0,1,0,2702231.25,,,High,1,
FALSE,High,Master Protein,Q9Y5A9,YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2,0,5.539,5,3,3,1,579,62.3,8.79,1.98,3,0,,,,High,1,
FALSE,Medium,Master Protein,P02549,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5",0.044,1.26,1,1,1,1,2419,279.8,5.05,2.06,1,0,,,,High,1,
FALSE,Medium,Master Protein,Q14191,Werner syndrome ATP-dependent helicase OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2,0.042,1.309,1,1,1,1,1432,162.4,6.34,0,1,0,282071.0938,,,High,1,
FALSE,High,Master Protein,P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,0,8.302,15,3,3,2,198,21.9,5.97,4.32,3,0,,,,High,1,
FALSE,Medium,Master Protein,Q6MZM0,Ferroxidase HEPHL1 OS=Homo sapiens OX=9606 GN=HEPHL1 PE=1 SV=2,0.027,1.612,1,1,1,1,1159,131.5,6.74,2.34,1,0,,,,High,1,Acetyl [K563; K573]; Phospho [T571]
FALSE,High,Master Protein,P08579,U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1,0,12.27,11,2,3,1,225,25.5,9.72,9.66,2,0,,,,High,1,Acetyl [N-Term]
FALSE,Low,Master Protein,Q6PJG6,BRCA1-associated ATM activator 1 OS=Homo sapiens OX=9606 GN=BRAT1 PE=1 SV=2,0.079,1.105,1,1,1,1,821,88.1,5.27,0,1,0,,,,High,1,Phospho [T617]
FALSE,High,Master Protein,Q9NY12,H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,0,10.112,8,1,2,1,217,22.3,10.92,6.81,1,0,,,,High,1,
FALSE,Low,Master Protein,Q14999,Cullin-7 OS=Homo sapiens OX=9606 GN=CUL7 PE=1 SV=2,0.229,0.476,1,1,1,1,1698,191,5.87,2.4,1,0,85086464,,,Medium,1,
FALSE,High,Master Protein,Q9NZM1,Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1,0,15.798,1,2,2,2,2061,234.6,6.18,2.93,2,0,,,,High,1,
FALSE,Low,Master Protein,Q8IYT2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 OS=Homo sapiens OX=9606 GN=CMTR2 PE=1 SV=2,0.106,0.936,1,1,1,1,770,88.1,7.01,0,1,0,23441132,,,High,1,
FALSE,Medium,Master Protein,Q9Y584,Mitochondrial import inner membrane translocase subunit Tim22 OS=Homo sapiens OX=9606 GN=TIMM22 PE=1 SV=2,0.028,1.656,19,1,1,1,194,20,7.59,0,1,0,,,,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2,0,7.556,6,2,2,2,437,51.5,9.94,4.15,2,0,,,,High,1,Phospho [T84]
FALSE,High,Master Protein,Q9Y333,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,0,8.265,20,2,2,2,95,10.8,6.52,2.24,2,0,,,,High,1,
FALSE,High,Master Protein,Q92614,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3,0,5.549,1,2,2,2,2054,233,6.3,0,2,0,,,,High,1,
FALSE,Low,Master Protein,P48551,Interferon alpha/beta receptor 2 OS=Homo sapiens OX=9606 GN=IFNAR2 PE=1 SV=1,0.138,0.759,2,1,1,1,515,57.7,4.5,2.07,1,0,8167943,,,High,1,
FALSE,Low,Master Protein,Q9HBM0,Vezatin OS=Homo sapiens OX=9606 GN=VEZT PE=1 SV=3,0.203,0.53,2,1,1,1,779,88.6,5.2,0,1,0,,,,Medium,1,
FALSE,Low,Master Protein,Q9UKS6,Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=2,0.097,0.992,3,1,1,1,424,48.5,6.18,0,1,0,2235149.25,,,High,1,
FALSE,High,Master Protein,Q9Y2L1,Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3 PE=1 SV=2,0,6.31,2,2,2,2,958,108.9,7.14,0,2,0,,,,High,1,
FALSE,Low,Master Protein,P23258,Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2,0.125,0.812,3,1,1,1,451,51.1,6.14,0,1,0,,,,High,1,
FALSE,Medium,Master Protein,Q8N9T8,Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3,0.02,1.885,3,1,1,1,703,82.5,5.14,0,1,0,57718.66406,,,High,1,
FALSE,Low,Master Protein,Q7Z4N2,Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=2,0.187,0.589,1,1,1,1,1603,182.1,6.84,0,1,0,,,,High,1,Phospho [S325]
FALSE,Low,Master Protein,Q6UUV7,CREB-regulated transcription coactivator 3 OS=Homo sapiens OX=9606 GN=CRTC3 PE=1 SV=2,0.221,0.49,2,1,1,1,619,66.9,6.84,0,1,0,1919449.875,,,Medium,1,
FALSE,High,Master Protein,Q13151,Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,0,14.266,8,2,2,1,305,30.8,9.29,5.77,2,0,,,,High,1,
FALSE,Medium,Master Protein,Q99988,Growth/differentiation factor 15 OS=Homo sapiens OX=9606 GN=GDF15 PE=1 SV=3,0.026,1.696,5,1,1,1,308,34.1,9.66,0,1,0,1426380.25,,,High,1,
FALSE,High,Master Protein,Q9Y383,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2,0,9.55,5,2,2,1,392,46.5,10.01,2.43,2,0,,,,High,1,
FALSE,High,Master Protein,Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,0,17.312,6,2,2,2,455,50.6,9.1,5.04,2,0,,,,High,1,Phospho [S315]
FALSE,High,Master Protein,Q9Y490,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,0,20.696,1,2,2,2,2541,269.6,6.07,6.07,2,0,,,,High,1,
FALSE,Low,Master Protein,Q5VT97,Rho GTPase-activating protein SYDE2 OS=Homo sapiens OX=9606 GN=SYDE2 PE=1 SV=2,0.057,1.176,1,1,1,1,1194,133.1,8.57,1.86,1,0,2065590.75,,,High,1,
FALSE,Low,Master Protein,Q8NE18,Putative methyltransferase NSUN7 OS=Homo sapiens OX=9606 GN=NSUN7 PE=2 SV=4,0.172,0.63,4,1,1,1,718,81,8.75,0,1,0,78102.27344,,,High,1,Phospho [S20; S24]
FALSE,Low,Master Protein,Q14573,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2",0.222,0.488,1,1,1,1,2671,303.9,6.48,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,P61106,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4,0,21.768,19,2,2,1,215,23.9,6.21,6.3,2,0,,,,High,1,
FALSE,Low,Master Protein,Q9NX02,"NACHT, LRR and PYD domains-containing protein 2 OS=Homo sapiens OX=9606 GN=NLRP2 PE=1 SV=1",0.181,0.616,1,1,1,1,1062,120.4,6.07,0,1,0,,,,High,1,
FALSE,Medium,Master Protein,Q9BXJ2,Complement C1q tumor necrosis factor-related protein 7 OS=Homo sapiens OX=9606 GN=C1QTNF7 PE=2 SV=1,0.031,1.522,6,1,1,1,289,30.7,5.26,2.81,1,0,,,,High,1,
FALSE,High,Master Protein,Q658Y4,Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3,0,5.829,3,2,2,2,838,93.9,6.39,2.01,2,0,,,,High,1,
FALSE,Low,Master Protein,Q9NS91,E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=2,0.227,0.477,3,1,1,1,495,56.2,7.58,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,Q8TDN6,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,0,9.118,11,2,2,2,353,41.4,9.92,4.58,2,0,,,,High,1,
FALSE,High,Master Protein,Q96F07,Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2,0,10.264,2,2,2,2,1278,148.3,7.31,0,2,0,,,,High,1,
FALSE,Low,Master Protein,P12955,Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3,0.16,0.678,2,1,1,1,493,54.5,6,0,1,0,,,,High,1,
FALSE,Medium,Master Protein,Q13042,Cell division cycle protein 16 homolog OS=Homo sapiens OX=9606 GN=CDC16 PE=1 SV=2,0.022,1.806,1,1,1,1,620,71.6,5.85,0,1,0,400928.2813,,,High,1,
FALSE,Low,Master Protein,Q86V25,Tubulinyl-Tyr carboxypeptidase 2 OS=Homo sapiens OX=9606 GN=VASH2 PE=1 SV=2,0.148,0.712,2,1,1,1,355,40.4,10.01,0,1,0,8288340.5,,,High,1,
FALSE,Low,Master Protein,Q9ULW0,Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2,0.188,0.592,2,1,1,1,747,85.6,9.23,2.55,1,0,58138452,,,High,1,
FALSE,Low,Master Protein,P20908,Collagen alpha-1(V) chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3,0.112,0.884,1,1,1,1,1838,183.4,5.06,0,1,0,,,,High,1,Phospho [T957]
FALSE,High,Master Protein,O60220,Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1,0,11.864,23,2,2,2,97,11,5.16,5.55,2,0,,,,High,1,
FALSE,Low,Master Protein,Q6NTE8,MRN complex-interacting protein OS=Homo sapiens OX=9606 GN=MRNIP PE=1 SV=2,0.23,0.474,2,1,1,1,343,37.7,8.66,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,Q93009,Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2,0,14.841,3,2,2,2,1102,128.2,5.55,5.96,2,0,,,,High,1,
FALSE,High,Master Protein,Q9Y608,Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1,0,9.811,3,2,2,1,721,82.1,6.95,2.48,2,0,,,,High,1,
FALSE,Low,Master Protein,P07477,Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1,0.158,0.679,4,1,1,1,247,26.5,6.51,1.71,1,0,,,,High,1,
FALSE,Low,Master Protein,Q9BYT9,Anoctamin-3 OS=Homo sapiens OX=9606 GN=ANO3 PE=1 SV=2,0.222,0.488,1,1,1,1,981,114.6,8.66,0,1,0,1703120,,,Medium,1,
FALSE,Medium,Master Protein,Q9H3G5,Probable serine carboxypeptidase CPVL OS=Homo sapiens OX=9606 GN=CPVL PE=1 SV=2,0.022,1.832,2,1,1,1,476,54.1,5.62,1.89,1,0,,,,High,1,
FALSE,High,Master Protein,P61604,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2",0,6.402,20,2,2,2,102,10.9,8.92,2.88,2,0,,,,High,1,
FALSE,Low,Master Protein,Q9UM82,Spermatogenesis-associated protein 2 OS=Homo sapiens OX=9606 GN=SPATA2 PE=1 SV=2,0.095,1.003,5,1,1,1,520,58.4,8.75,0,1,0,,,,High,1,Acetyl [K170]; Phospho [S163]
FALSE,High,Master Protein,Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,0,6.89,1,2,2,2,2032,225.4,7.8,2.19,2,0,,,,High,1,
FALSE,Low,Master Protein,Q13308,Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2,0.16,0.677,2,1,1,1,1070,118.3,7.09,0,1,0,14478711,,,High,1,Phospho [S922]
FALSE,Low,Master Protein,O60508,Pre-mRNA-processing factor 17 OS=Homo sapiens OX=9606 GN=CDC40 PE=1 SV=1,0.135,0.779,2,1,1,1,579,65.5,7.06,0,1,0,1851813.625,,,High,1,
FALSE,Low,Master Protein,Q96T21,Selenocysteine insertion sequence-binding protein 2 OS=Homo sapiens OX=9606 GN=SECISBP2 PE=1 SV=2,0.17,0.631,1,1,1,1,854,95.4,8.12,0,1,0,,,,High,1,Phospho [S634]
FALSE,Low,Master Protein,Q14527,Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,0.167,0.662,1,1,1,1,1009,113.9,8.6,0,1,0,,,,High,1,
FALSE,Low,Master Protein,Q8N823,Zinc finger protein 611 OS=Homo sapiens OX=9606 GN=ZNF611 PE=1 SV=2,0.067,1.119,2,1,1,1,705,81.4,8.9,0,1,0,,,,High,1,Phospho [S138]
FALSE,Low,Master Protein,Q13367,AP-3 complex subunit beta-2 OS=Homo sapiens OX=9606 GN=AP3B2 PE=1 SV=2,0.139,0.767,1,1,1,1,1082,119,5.59,0,1,0,437715.9688,,,High,1,
FALSE,High,Master Protein,Q15185,Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,0,15.452,16,2,2,2,160,18.7,4.54,4.67,2,0,,,,High,1,
FALSE,High,Master Protein,Q9NZ72,Stathmin-3 OS=Homo sapiens OX=9606 GN=STMN3 PE=1 SV=3,0.002,3.182,7,1,2,1,180,21,7.49,0,1,0,,,,High,1,Acetyl [K77; K78]; Phospho [T80; S81]
FALSE,Low,Master Protein,Q13948,Protein CASP OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=2,0.101,0.978,1,1,1,1,678,77.4,5.44,0,1,0,1282517.5,,,High,1,
FALSE,Low,Master Protein,Q5VUA4,Zinc finger protein 318 OS=Homo sapiens OX=9606 GN=ZNF318 PE=1 SV=2,0.189,0.579,0,1,1,1,2279,251,7.2,0,1,0,802305.4375,,,High,1,Acetyl [K1939]
FALSE,Low,Master Protein,Q8IY92,Structure-specific endonuclease subunit SLX4 OS=Homo sapiens OX=9606 GN=SLX4 PE=1 SV=3,0.201,0.536,1,1,1,1,1834,199.9,6.06,0,1,0,178052.6406,,,Medium,1,
FALSE,High,Master Protein,Q9BZH6,WD repeat-containing protein 11 OS=Homo sapiens OX=9606 GN=WDR11 PE=1 SV=1,0.003,2.969,2,2,2,2,1224,136.6,6.92,0,2,0,,,,High,1,
FALSE,High,Master Protein,O43747,AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5,0,6.531,2,2,2,2,822,91.3,6.8,0,2,0,,,,High,1,
FALSE,High,Master Protein,Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",0,6.303,26,2,2,2,109,12.3,10.24,2.39,2,0,,,,High,1,
FALSE,Low,Master Protein,Q92817,Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=3,0.185,0.605,1,1,1,1,2033,231.5,6.96,1.69,1,0,,,,High,1,Acetyl [K583]
FALSE,Low,Master Protein,Q16851,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5,0.109,0.899,3,1,1,1,508,56.9,8.15,0,1,0,,,,High,1,
FALSE,Low,Master Protein,Q96EE3,Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3,0.122,0.84,3,1,1,1,360,39.6,8.09,0,1,0,,,,High,1,
FALSE,Low,Master Protein,Q9UIG0,Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2,0.162,0.67,0,1,1,1,1483,170.8,8.48,1.66,1,0,4923927.5,,,High,1,
FALSE,Low,Master Protein,P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,0.188,0.593,2,1,1,1,494,53.8,5.87,0,1,0,38827.23828,,,High,1,
FALSE,Medium,Master Protein,Q92839,Hyaluronan synthase 1 OS=Homo sapiens OX=9606 GN=HAS1 PE=1 SV=2,0.026,1.685,1,1,1,1,578,64.8,9.19,2.06,1,0,,,,High,1,
FALSE,High,Master Protein,P09211,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2,0,14.324,13,2,2,2,210,23.3,5.64,5.42,2,0,,,,High,1,Met-loss [N-Term]
FALSE,Medium,Master Protein,Q8IV48,3'-5' exoribonuclease 1 OS=Homo sapiens OX=9606 GN=ERI1 PE=1 SV=3,0.012,2.152,5,1,1,1,349,40,6.7,0,1,0,1195256,,,High,1,
FALSE,Medium,Master Protein,Q8IY81,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,0.011,2.206,2,1,1,1,847,96.5,8.4,0,1,0,,,,High,1,
FALSE,High,Master Protein,A5LHX3,Proteasome subunit beta type-11 OS=Homo sapiens OX=9606 GN=PSMB11 PE=1 SV=1,0.001,3.783,5,1,2,1,300,32.5,6.46,2.33,1,0,,,,High,1,
FALSE,High,Master Protein,P39748,Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,0,27.521,4,1,2,1,380,42.6,8.62,4.08,1,0,,,,High,1,
FALSE,Low,Master Protein,Q8NEE8,Tetratricopeptide repeat protein 16 OS=Homo sapiens OX=9606 GN=TTC16 PE=2 SV=2,0.124,0.823,1,1,1,1,873,98.2,9.01,1.68,1,0,,,,High,1,
FALSE,Low,Master Protein,P28749,Retinoblastoma-like protein 1 OS=Homo sapiens OX=9606 GN=RBL1 PE=1 SV=3,0.224,0.485,1,1,1,1,1068,120.8,7.5,0,1,0,2471863.75,,,Medium,1,
FALSE,Low,Master Protein,Q9Y2H6,Fibronectin type-III domain-containing protein 3A OS=Homo sapiens OX=9606 GN=FNDC3A PE=1 SV=4,0.19,0.575,1,1,1,1,1198,131.8,6.71,0,1,0,,,,High,1,
FALSE,High,Master Protein,Q6ZMK1,Cysteine and histidine-rich protein 1 OS=Homo sapiens OX=9606 GN=CYHR1 PE=1 SV=2,0,7.397,7,2,2,2,362,40.7,7.23,4.88,2,0,,,,High,1,
FALSE,Medium,Master Protein,P01023,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3,0.042,1.315,1,1,1,1,1474,163.2,6.46,0,1,0,4479208,,,High,1,Acetyl [K685]
FALSE,Low,Master Protein,Q9HB58,Sp110 nuclear body protein OS=Homo sapiens OX=9606 GN=SP110 PE=1 SV=5,0.213,0.502,4,1,1,1,689,78.3,8.87,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,P30419,Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2,0,5.682,4,2,2,1,496,56.8,7.8,2.51,2,0,,,,High,1,
FALSE,Low,Master Protein,Q8IY18,Structural maintenance of chromosomes protein 5 OS=Homo sapiens OX=9606 GN=SMC5 PE=1 SV=2,0.17,0.636,1,1,1,1,1101,128.7,8.38,1.71,1,0,5056316.5,,,High,1,
FALSE,Low,Master Protein,Q86WX3,Active regulator of SIRT1 OS=Homo sapiens OX=9606 GN=RPS19BP1 PE=1 SV=1,0.155,0.691,11,1,1,1,136,15.4,10.74,0,1,0,,,,High,1,Phospho [T119]
FALSE,Medium,Master Protein,Q9Y2G5,GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens OX=9606 GN=POFUT2 PE=1 SV=3,0.027,1.634,2,1,1,1,429,49.9,6.6,0,1,0,697801.5625,,,High,1,
FALSE,Low,Master Protein,P0CG36,Cryptic family protein 1B OS=Homo sapiens OX=9606 GN=CFC1B PE=3 SV=1,0.195,0.56,9,1,1,1,223,24.6,8.63,0,1,0,2297146.25,,,Medium,1,
FALSE,High,Master Protein,P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,0,9.107,6,2,2,2,431,49.2,5.58,1.96,2,0,,,,High,1,
FALSE,Low,Master Protein,Q96LI5,CCR4-NOT transcription complex subunit 6-like OS=Homo sapiens OX=9606 GN=CNOT6L PE=1 SV=2,0.139,0.748,3,1,1,1,555,63,6.74,0,1,0,,,,High,1,
FALSE,High,Master Protein,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3,0,5.397,4,2,2,1,527,59.7,7.39,0,2,0,,,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q9UGM6,"Tryptophan--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=WARS2 PE=1 SV=1",0.158,0.681,5,1,1,1,360,40.1,9.28,0,1,0,,,,High,1,Acetyl [K21; K31; K34]; Phospho [S23]
FALSE,Medium,Master Protein,Q6NSJ0,Myogenesis-regulating glycosidase OS=Homo sapiens OX=9606 GN=MYORG PE=1 SV=2,0.036,1.417,2,1,1,1,714,81,8.4,0,1,0,721777.75,,,High,1,
