Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,Q16531,DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,0,3.35,1,2,2,2,1140,126.9,5.26,0,2,0,,High,1,
FALSE,High,Master Protein,Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2,0,3.723,6,2,2,2,379,43.6,9.54,2.6,2,0,556577.25,High,1,
FALSE,Medium,Master Protein,P62318,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1,0.032,1.716,7,1,2,1,126,13.9,10.32,3.49,1,0,61818808,High,1,
FALSE,High,Master Protein,Q8IZP2,Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1,0.002,3.304,5,1,2,1,240,27.4,5.08,4.07,1,0,,High,1,
FALSE,Low,Master Protein,Q96BY6,Dedicator of cytokinesis protein 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=3,0.063,1.525,0,1,2,1,2186,249.4,7.14,0,1,0,282630.1875,High,1,
FALSE,High,Master Protein,P61513,60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2,0,3.433,22,2,2,2,92,10.3,10.43,2.1,2,0,3704031.75,High,1,
FALSE,Low,Master Protein,Q8TAD4,Zinc transporter 5 OS=Homo sapiens OX=9606 GN=SLC30A5 PE=1 SV=1,0.171,1.079,4,1,2,1,765,84,7.31,0,1,0,,High,1,Phospho [T188; Y192; T193]; Methyl [K204]
FALSE,Low,Master Protein,Q13201,Multimerin-1 OS=Homo sapiens OX=9606 GN=MMRN1 PE=1 SV=3,0.182,1.01,1,1,2,1,1228,138,7.93,3.5,1,0,1536020.625,High,1,
FALSE,Low,Master Protein,Q9P0M6,Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=MACROH2A2 PE=1 SV=3,0.237,0.885,6,1,2,1,372,40,9.69,2.24,1,0,,High,1,Phospho [S265; S266]; Methyl [K271]
FALSE,High,Master Protein,Q99666,RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens OX=9606 GN=RGPD5 PE=1 SV=3,0.004,2.617,2,2,2,2,1765,198.8,6.42,0,2,0,,High,1,
FALSE,High,Master Protein,O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,0,8.386,4,2,2,2,962,107.8,4.91,4.78,2,0,1008182.469,High,1,
FALSE,Medium,Master Protein,P17540,"Creatine kinase S-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT2 PE=1 SV=2",0.01,2.303,1,1,2,1,419,47.5,8.19,3.54,1,0,4226834.563,High,1,
FALSE,Low,Master Protein,Q9H9F9,Actin-related protein 5 OS=Homo sapiens OX=9606 GN=ACTR5 PE=1 SV=2,0.252,0.827,1,1,2,1,607,68.3,5.27,0,1,0,,High,1,
FALSE,Low,Master Protein,Q96SI1,BTB/POZ domain-containing protein KCTD15 OS=Homo sapiens OX=9606 GN=KCTD15 PE=1 SV=1,0.171,1.059,3,1,2,1,283,31.9,7.44,0,1,0,2062873.875,High,1,
FALSE,High,Master Protein,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1,0,4.48,10,2,2,2,218,25,4.93,2.22,2,0,1951929.875,High,1,Met-loss+Acetyl [N-Term]
FALSE,Medium,Master Protein,Q9HA38,Zinc finger matrin-type protein 3 OS=Homo sapiens OX=9606 GN=ZMAT3 PE=1 SV=1,0.041,1.668,7,1,2,1,289,32,8.9,5.01,1,0,,High,1,Methyl [R176]
FALSE,Low,Master Protein,Q5CZ79,Ankyrin repeat domain-containing protein 20B OS=Homo sapiens OX=9606 GN=ANKRD20A8P PE=2 SV=2,0.221,0.932,2,1,2,1,823,93.9,8.32,0,1,0,,High,1,Phospho [Y208; S211; S216]; Methyl [K220]
FALSE,Low,Master Protein,Q8TBY0,Probable RNA-binding protein 46 OS=Homo sapiens OX=9606 GN=RBM46 PE=1 SV=1,0.235,0.893,2,1,2,1,533,60,7.66,0,1,0,3559169.875,High,1,
FALSE,Low,Master Protein,Q2TAZ0,Autophagy-related protein 2 homolog A OS=Homo sapiens OX=9606 GN=ATG2A PE=1 SV=3,0.221,0.92,1,1,2,1,1938,212.7,5.88,1.82,1,0,465767.7813,High,1,Phospho [S305; T307]; Methyl [K315]
FALSE,Low,Master Protein,Q9UJQ4,Sal-like protein 4 OS=Homo sapiens OX=9606 GN=SALL4 PE=1 SV=1,0.234,0.905,2,1,2,1,1053,112.2,7.47,0,1,0,254155.9063,High,1,Acetyl [K496]
FALSE,Low,Master Protein,Q8N6L0,Protein KASH5 OS=Homo sapiens OX=9606 GN=CCDC155 PE=1 SV=2,0.18,1.02,2,1,2,1,562,62.7,4.68,0,1,0,2220779.25,High,1,Acetyl [K206]
FALSE,High,Master Protein,Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,0,3.814,3,2,2,2,835,88.5,5.77,2.02,2,0,1464089.5,High,1,
FALSE,Medium,Master Protein,P11047,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3,0.023,1.953,1,1,2,1,1609,177.5,5.12,4.6,1,0,2432688,High,1,
FALSE,High,Master Protein,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",0,4.848,2,2,2,2,1394,157.8,6.13,3.54,2,0,452999.6875,High,1,
FALSE,High,Master Protein,P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,0,3.508,2,2,2,2,1014,113,8.88,2.16,2,0,1091151.125,High,1,
FALSE,Low,Master Protein,Q68DK2,Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=3,0.243,0.872,1,1,2,1,2539,284.4,6.39,7.06,1,0,7217217,High,1,Phospho [Y1654; T1662]; Methyl [R1668]
FALSE,Low,Master Protein,P62861,40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,0.144,1.201,19,1,2,1,59,6.6,12.15,4.37,1,0,2063992.125,High,1,
FALSE,High,Master Protein,P20810,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4,0,4.534,4,2,2,2,708,76.5,5.07,4.87,2,0,,High,1,
FALSE,Low,Master Protein,Q01804,OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4,0.062,1.563,1,1,2,1,1114,124,6.71,3.8,1,0,984474.6875,High,1,
FALSE,High,Master Protein,Q8WU68,Splicing factor U2AF 26 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1L4 PE=1 SV=2,0,5.158,6,1,2,1,220,25.7,7.15,6.28,1,0,768569.9375,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P14923,Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,0,7.186,4,2,2,2,745,81.7,6.14,5.94,2,0,806868.875,High,1,
FALSE,Medium,Master Protein,P28065,Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2,0.012,2.291,4,1,2,1,219,23.3,5.03,3.3,1,0,7195452.5,High,1,
FALSE,Medium,Master Protein,Q6ZR08,"Dynein heavy chain 12, axonemal OS=Homo sapiens OX=9606 GN=DNAH12 PE=2 SV=2",0.016,2.118,1,1,2,1,3092,356.7,6.19,2.22,1,0,,High,1,
FALSE,Low,Master Protein,Q9Y3A5,Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4,0.201,0.969,4,1,2,1,250,28.7,8.75,0,1,0,1735798.75,High,1,
FALSE,High,Master Protein,Q9BR76,Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,0,3.516,4,2,2,2,489,54.2,5.88,2.14,2,0,,High,1,
FALSE,High,Master Protein,P37108,Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2,0,4.76,11,1,2,1,136,14.6,10.04,7.94,1,0,2133449.25,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",0,5.035,6,2,2,2,443,48.2,8.66,2.78,2,0,1220814.125,High,1,
FALSE,High,Master Protein,P46778,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,0.004,3.098,11,1,2,1,160,18.6,10.49,4.15,1,0,2176713.75,High,1,
FALSE,High,Master Protein,P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,0,3.49,4,2,2,2,397,44.8,7.08,3.93,2,0,990709.8125,High,1,
FALSE,High,Master Protein,P16403,Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,0,8.194,14,2,2,2,213,21.4,10.93,4.97,2,0,4225174.375,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3,0.062,1.561,2,1,2,1,897,100.9,6.9,6.06,1,0,2617252.25,High,1,Phospho [S283]
FALSE,Low,Master Protein,Q96B01,RAD51-associated protein 1 OS=Homo sapiens OX=9606 GN=RAD51AP1 PE=1 SV=1,0.245,0.842,3,1,2,1,352,38.4,9.11,0,1,0,191455.125,High,1,
FALSE,High,Master Protein,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,0,4.298,4,2,2,1,531,58,6.68,3.76,2,0,1339492.75,High,1,
FALSE,High,Master Protein,O14744,Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4,0.004,3.111,3,2,2,2,637,72.6,6.29,4.15,2,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9NVA2,Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3,0.002,3.16,6,2,2,2,429,49.4,6.81,3.93,2,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q05655,Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD PE=1 SV=2,0.174,1.032,4,1,2,1,676,77.5,7.75,4.98,1,0,25960544,High,1,
FALSE,Medium,Master Protein,O15078,Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2,0.018,2.026,1,2,2,2,2479,290.2,5.95,0,2,0,1068494.375,High,1,Phospho [T1266]
FALSE,Low,Master Protein,P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2",0.108,1.315,1,1,2,1,1262,144.4,6.15,4.73,1,0,,High,1,
FALSE,Low,Master Protein,Q9UL46,Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4,0.065,1.51,3,1,2,1,239,27.4,5.73,0,1,0,1730416,High,1,
FALSE,High,Master Protein,Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2,0,3.533,3,2,2,2,1118,121.8,8.88,2.03,2,0,205452.4531,High,1,
FALSE,High,Master Protein,P09497,Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1,0,3.316,4,1,2,1,229,25.2,4.64,3.43,1,0,707451.1875,High,1,
FALSE,High,Master Protein,O75607,Nucleoplasmin-3 OS=Homo sapiens OX=9606 GN=NPM3 PE=1 SV=3,0,9.833,10,1,2,1,178,19.3,4.63,6.6,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,A6NLW8,Double homeobox protein A OS=Homo sapiens OX=9606 GN=DUXA PE=3 SV=1,0.114,1.274,7,1,2,1,204,23.8,9.48,0,1,0,,High,1,
FALSE,High,Master Protein,Q92526,T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5,0,4.518,4,2,2,1,530,57.8,7.24,3.88,2,0,,High,1,
FALSE,Low,Master Protein,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1,0.175,1.038,2,1,2,1,449,52.5,6.27,5.38,1,0,1617249.5,High,1,Phospho [T69; S72]
FALSE,High,Master Protein,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1,0,3.959,2,2,2,2,747,85.1,4.91,2.19,2,0,,High,1,
FALSE,Low,Master Protein,Q3B7T1,Erythroid differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDRF1 PE=1 SV=1,0.235,0.9,1,1,2,1,1238,138.4,6.33,1.81,1,0,2327988,High,1,
FALSE,Medium,Master Protein,Q9BY12,S phase cyclin A-associated protein in the endoplasmic reticulum OS=Homo sapiens OX=9606 GN=SCAPER PE=1 SV=2,0.025,1.775,1,1,2,1,1400,158.2,7.44,2.37,1,0,,High,1,
FALSE,Low,Master Protein,Q6IF99,Olfactory receptor 10K2 OS=Homo sapiens OX=9606 GN=OR10K2 PE=3 SV=1,0.19,0.993,10,1,2,1,312,35,8.57,0,1,0,,High,1,Phospho [S264]
FALSE,High,Master Protein,Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,0.004,2.691,5,2,2,2,508,57.5,7.8,0,2,0,8585522,High,1,Met-loss+Acetyl [N-Term]; Phospho [S131]
FALSE,High,Master Protein,P45974,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,0,6.986,2,1,1,1,858,95.7,5.03,3.79,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,0.002,3.269,3,1,1,1,364,39.4,8.09,2.1,1,0,1324221.625,High,1,
FALSE,Low,Master Protein,Q96FV9,THO complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1,0.267,0.807,2,1,1,1,657,75.6,4.98,0,1,0,,High,1,Acetyl [K47]; Phospho [S38]
FALSE,High,Master Protein,Q16777,Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,0,4.175,15,1,1,1,129,14,10.9,3.37,1,0,,High,1,
FALSE,High,Master Protein,P61026,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1,0.002,3.128,6,1,1,1,200,22.5,8.38,0,1,0,232986,High,1,
FALSE,Low,Master Protein,Q7L5Y9,E3 ubiquitin-protein transferase MAEA OS=Homo sapiens OX=9606 GN=MAEA PE=1 SV=1,0.16,1.137,2,1,1,1,396,45.3,8.69,0,1,0,852465.125,High,1,Phospho [Y26]
FALSE,Low,Master Protein,Q8NBU5,ATPase family AAA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ATAD1 PE=1 SV=1,0.243,0.867,3,1,1,1,361,40.7,6.9,0,1,0,7274535.5,High,1,Phospho [S179]
FALSE,Low,Master Protein,O94868,F-BAR and double SH3 domains protein 2 OS=Homo sapiens OX=9606 GN=FCHSD2 PE=1 SV=3,0.167,1.095,2,1,1,1,740,84.2,5.77,2.04,1,0,,High,1,Phospho [S182]; Methyl [R183]
FALSE,Low,Master Protein,P84243,Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2,0.164,1.103,7,1,1,1,136,15.3,11.27,0,1,0,985683.1875,High,1,
FALSE,Low,Master Protein,A6NI56,Coiled-coil domain-containing protein 154 OS=Homo sapiens OX=9606 GN=CCDC154 PE=2 SV=5,0.108,1.326,1,1,1,1,667,75.4,8.24,0,1,0,2173077,High,1,
FALSE,Low,Master Protein,P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2,0.072,1.458,4,1,1,1,437,51.5,9.94,1.69,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q8TEA7,TBC domain-containing protein kinase-like protein OS=Homo sapiens OX=9606 GN=TBCK PE=1 SV=4,0.175,1.039,1,1,1,1,893,100.6,6.58,0,1,0,,High,1,
FALSE,Low,Master Protein,P15173,Myogenin OS=Homo sapiens OX=9606 GN=MYOG PE=1 SV=2,0.171,1.059,4,1,1,1,224,25,5.64,0,1,0,526516.5,High,1,Phospho [S124]
FALSE,Low,Master Protein,Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,0.182,1.014,0,1,1,1,4579,520.8,7.05,2.42,1,0,,High,1,Acetyl [K3968]
FALSE,Low,Master Protein,Q13064,Probable E3 ubiquitin-protein ligase makorin-3 OS=Homo sapiens OX=9606 GN=MKRN3 PE=1 SV=1,0.171,1.057,1,1,1,1,507,55.6,5.73,0,1,0,3811230,High,1,
FALSE,High,Master Protein,P27816,Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3,0,3.395,1,1,1,1,1152,120.9,5.43,2.59,1,0,767758.1875,High,1,
FALSE,Low,Master Protein,O95045,Uridine phosphorylase 2 OS=Homo sapiens OX=9606 GN=UPP2 PE=1 SV=1,0.203,0.962,3,1,1,1,317,35.5,6.67,0,1,0,,High,1,Methyl [R310]
FALSE,High,Master Protein,Q9Y6D9,Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens OX=9606 GN=MAD1L1 PE=1 SV=2,0.002,3.219,2,1,1,1,718,83,5.92,1.84,1,0,,High,1,
FALSE,Low,Master Protein,P28332,Alcohol dehydrogenase 6 OS=Homo sapiens OX=9606 GN=ADH6 PE=1 SV=3,0.202,0.957,2,1,1,1,368,39,7.8,2.4,1,0,,High,1,
FALSE,Low,Master Protein,O15315,DNA repair protein RAD51 homolog 2 OS=Homo sapiens OX=9606 GN=RAD51B PE=1 SV=2,0.173,1.072,2,1,1,1,384,42.2,5.69,1.76,1,0,3041530.25,High,1,
FALSE,Low,Master Protein,Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial OS=Homo sapiens OX=9606 GN=PDK4 PE=1 SV=1",0.171,1.083,1,1,1,1,411,46.4,6.65,2.06,1,0,1341715.875,High,1,
FALSE,Medium,Master Protein,P63165,Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1,0.036,1.694,17,1,1,1,101,11.6,5.52,0,1,0,361549.875,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q9UNH5,Dual specificity protein phosphatase CDC14A OS=Homo sapiens OX=9606 GN=CDC14A PE=1 SV=1,0.253,0.828,2,1,1,1,594,66.5,9.1,0,1,0,88325.57813,High,1,
FALSE,Low,Master Protein,Q5T440,"Putative transferase CAF17, mitochondrial OS=Homo sapiens OX=9606 GN=IBA57 PE=1 SV=1",0.074,1.445,3,1,1,1,356,38.1,9.83,2.04,1,0,1202558.125,High,1,
FALSE,Low,Master Protein,Q5T5J6,Transcriptional protein SWT1 OS=Homo sapiens OX=9606 GN=SWT1 PE=2 SV=1,0.161,1.139,1,1,1,1,900,103.2,8.81,1.65,1,0,,High,1,
FALSE,High,Master Protein,A6NMY6,Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2,0.002,3.22,3,1,1,1,339,38.6,6.95,3.03,1,0,989258.4375,High,1,
FALSE,Low,Master Protein,P33176,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,0.202,0.961,1,1,1,1,963,109.6,6.51,0,1,0,,High,1,
FALSE,Low,Master Protein,Q9Y3A3,MOB-like protein phocein OS=Homo sapiens OX=9606 GN=MOB4 PE=1 SV=1,0.255,0.82,5,1,1,1,225,26,5.78,0,1,0,1209137.375,High,1,Phospho [T7]
FALSE,Low,Master Protein,Q86W50,RNA N6-adenosine-methyltransferase METTL16 OS=Homo sapiens OX=9606 GN=METTL16 PE=1 SV=2,0.176,1.045,1,1,1,1,562,63.6,7.85,0,1,0,,High,1,
FALSE,Low,Master Protein,O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,0.236,0.892,0,1,1,1,4834,526.9,6.28,0,1,0,225179.4219,High,1,
FALSE,Low,Master Protein,P27708,CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,0.195,0.98,1,1,1,1,2225,242.8,6.46,1.72,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q9P2D7,"Dynein heavy chain 1, axonemal OS=Homo sapiens OX=9606 GN=DNAH1 PE=1 SV=5",0.24,0.854,0,1,1,1,4265,487.2,5.83,1.66,1,0,756616.3125,High,1,
FALSE,Low,Master Protein,Q9NZN9,Aryl-hydrocarbon-interacting protein-like 1 OS=Homo sapiens OX=9606 GN=AIPL1 PE=1 SV=2,0.248,0.833,2,1,1,1,384,43.9,5.95,1.66,1,0,,High,1,
FALSE,High,Master Protein,Q7RTV0,PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1,0,3.402,12,1,1,1,110,12.4,8.41,1.66,1,0,303200.4063,High,1,
FALSE,Low,Master Protein,Q5JPE7,Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,0.24,0.882,2,1,1,1,1267,139.4,5.76,2.45,1,0,,High,1,Methyl [K456; K458]
FALSE,Low,Master Protein,Q08828,Adenylate cyclase type 1 OS=Homo sapiens OX=9606 GN=ADCY1 PE=1 SV=2,0.242,0.859,0,1,1,1,1119,123.4,8.43,0,1,0,122581.2422,High,1,
FALSE,Low,Master Protein,Q86W56,Poly(ADP-ribose) glycohydrolase OS=Homo sapiens OX=9606 GN=PARG PE=1 SV=1,0.175,1.026,1,1,1,1,976,111,6.43,0,1,0,757181.375,High,1,Phospho [Y849]
FALSE,Low,Master Protein,P67870,Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1,0.233,0.909,4,1,1,1,215,24.9,5.55,2.72,1,0,380836.4063,High,1,
FALSE,High,Master Protein,Q13765,Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1,0,5.272,7,1,1,1,215,23.4,4.56,3.54,1,0,,High,1,
FALSE,Low,Master Protein,O94964,Protein SOGA1 OS=Homo sapiens OX=9606 GN=SOGA1 PE=1 SV=2,0.121,1.264,1,1,1,1,1423,159.7,6.46,0,1,0,,High,1,
FALSE,Low,Master Protein,Q7KZI7,Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2,0.211,0.946,3,1,1,1,788,87.9,9.72,2.29,1,0,,High,1,Phospho [S780]
FALSE,Low,Master Protein,Q13625,Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens OX=9606 GN=TP53BP2 PE=1 SV=2,0.162,1.12,2,1,1,1,1128,125.5,6.07,0,1,0,,High,1,Acetyl [K573]; Phospho [S556; S558]
FALSE,High,Master Protein,O95816,BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1,0.004,2.572,4,1,1,1,211,23.8,6.7,1.98,1,0,,High,1,
FALSE,Medium,Master Protein,Q16890,Tumor protein D53 OS=Homo sapiens OX=9606 GN=TPD52L1 PE=1 SV=1,0.01,2.343,7,1,1,1,204,22.4,5.62,2.74,1,0,1033685,High,1,
FALSE,Low,Master Protein,Q13416,Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2,0.146,1.198,1,1,1,1,577,65.9,6.51,0,1,0,3207567,High,1,
FALSE,Low,Master Protein,Q9UKT9,Zinc finger protein Aiolos OS=Homo sapiens OX=9606 GN=IKZF3 PE=1 SV=2,0.244,0.845,1,1,1,1,509,58,6.55,0,1,0,,High,1,
FALSE,High,Master Protein,Q15369,Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,0,3.718,13,1,1,1,112,12.5,4.78,1.97,1,0,,High,1,
FALSE,Low,Master Protein,P10620,Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1,0.186,0.998,12,1,1,1,155,17.6,9.39,2.97,1,0,48376904,High,1,Methyl [K42; K55]
FALSE,High,Master Protein,O43324,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1,0.004,3.01,7,1,1,1,174,19.8,8.54,2.81,1,0,1308603.5,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,O43426,Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=2,0.074,1.437,1,1,1,1,1573,173,7.42,0,1,0,,High,1,Phospho [Y193]
FALSE,Low,Master Protein,Q9UBS9,SUN domain-containing ossification factor OS=Homo sapiens OX=9606 GN=SUCO PE=1 SV=1,0.234,0.91,2,1,1,1,1254,139.3,5.01,0,1,0,1807515.25,High,1,
FALSE,High,Master Protein,P09234,U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,0,4.175,11,1,1,1,159,17.4,9.67,2.67,1,0,,High,1,
FALSE,Medium,Master Protein,Q9HCE1,Helicase MOV-10 OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=2,0.016,2.068,1,1,1,1,1003,113.6,8.82,1.69,1,0,,High,1,
FALSE,Medium,Master Protein,Q9UHB9,Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,0.014,2.143,1,1,1,1,627,70.7,8.56,2.16,1,0,,High,1,
FALSE,Low,Master Protein,Q9H2Y7,Zinc finger protein 106 OS=Homo sapiens OX=9606 GN=ZNF106 PE=1 SV=1,0.173,1.052,0,1,1,1,1883,208.8,7.15,0,1,0,,High,1,
FALSE,Low,Master Protein,P11055,Myosin-3 OS=Homo sapiens OX=9606 GN=MYH3 PE=1 SV=3,0.246,0.842,1,1,1,1,1940,223.8,5.81,2.56,1,0,,High,1,Phospho [T1459]; Methyl [R1448]
FALSE,Low,Master Protein,Q8TEQ0,Sorting nexin-29 OS=Homo sapiens OX=9606 GN=SNX29 PE=1 SV=3,0.11,1.303,1,1,1,1,813,91.2,6.21,1.93,1,0,,High,1,Methyl [R713]
FALSE,High,Master Protein,Q9Y3I0,RNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1,0,3.753,2,1,1,1,505,55.2,7.23,2.69,1,0,1046977.188,High,1,
FALSE,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,4.259,2,1,1,1,508,57.1,4.87,2.39,1,0,990394.0625,High,1,
